Category,Title,Date,Venue,Locations,Link,Image Src,Image Alt,Description
Exhibition,Ed Atkins. Copenhagen,02 Jun 2023 – 22 Jul 2023,Cabinet Gallery,"London, United Kingdom",https://www.artrabbit.com/events/ed-atkins-copenhagen,img.artrabbit.com/events/ed-atkins-copenhagen/images/3A4sNnnvFBun/350x493/Ed-Atkins-Copenhagen-at-Cabinet-Gallery.jpg,Ed Atkins. Copenhagen,Ed Atkins
Exhibition,Rhys Coren. Ripple,02 Jun 2023 – 22 Jul 2023,Seventeen,"London, United Kingdom",https://www.artrabbit.com/events/rhys-coren-ripple,img.artrabbit.com/events/rhys-coren-ripple/images/o8ZdrCVLodQl/350x406/Rhys-Coren-Hi-Something-On-A4-800x928.jpg,Rhys Coren. Ripple,"For his fourth solo exhibition at the gallery, Rhys has created rectangular paintings, shaped paintings, relief paintings, marble works and an animation inspired by resonance, reverb, repetition, reaction, riffs, rhythm, remixes and refraction. Rhys Coren"
Exhibition,History of the New,02 Jun 2023 – 29 Jul 2023,The Fine Art Society,"London, United Kingdom",https://www.artrabbit.com/events/history-of-the-new,img.artrabbit.com/events/history-of-the-new/images/OfDSStsHc5ts/350x400/3-Portrait-of-a-Lady-in-Grey-and-Black.jpg,History of the New,"The Fine Art Society’s summer exhibition brings together an exquisite group of 40 works by pioneering British and Scottish artists who forged new ways of making art. History of the New at The Fine Art Society includes an impressive collection of rarely-seen paintings, furniture and decorative arts from the 19th and 20th centuries. Notably, Sir John Lavery’s Portrait of a Lady in Grey and Black has not been seen in public since 1914 after it was bought 1901 by the present owner’s grandfather Nicol Paton Brown, a patron of the artist. Additionally, a devotional enamelware by Phoebe Traquair, the first woman member of the Royal Scottish Academy and leading figure within the Scottish Arts and Crafts movement who blurred the distinctions between fine and decorative arts, will form part of the exhibition highlights."
Exhibition,Narumi Nekpenekpen. where you fit in my palm,02 Jun 2023 – 29 Jul 2023,soft opening,"London, United Kingdom",https://www.artrabbit.com/events/narumi-nekpenekpen-where-you-fit-in-my-palm,img.artrabbit.com/events/narumi-nekpenekpen-where-you-fit-in-my-palm/images/fMfHQmvSLTWC/350x466/narumi-nekpenekpen-ceramic-a-05-1890x.jpg,Narumi Nekpenekpen. where you fit in my palm,"Positioned atop a pair of glossy red heart-shaped plinths, Narumi Nekpenekpen’s complex figures and creatures appear frozen in states of feeling, with their clompy feet and oversized doe-shaped eyes peeking out from a whirl of colour, shape and texture. Nekpenekpen’s work involves and processes her emotions within an alternative subconscious, where layers of porcelain and glaze represent thoughts and memories. A reflection of her often indefinable innermost conflicts, in where you fit in my palm, clay becomes a translator for grief, fear, pain, hope, joy, love and desire. By projecting her emotional state onto her sculptures in both their material construction and frenzied glazing techniques, Nekpenekpen externalises the confusion of her internal world in a courageous approach to self-portraiture."
Exhibition,Chris Ofili: The Seven Deadly Sins,02 Jun 2023 – 29 Jul 2023,Victoria Miro Gallery,"London, United Kingdom",https://www.artrabbit.com/events/chris-ofili-the-seven-deadly-sins,img.artrabbit.com/events/chris-ofili-the-seven-deadly-sins/images/UVqtvhPIcw48/350x469/Chris-Ofili-The-Pink-Waterfall-detail-2019-2023-oil-and-charcoal-on-linen.jpg,Chris Ofili: The Seven Deadly Sins,"In this series of works Chris Ofili contemplates the seven deadly sins – a subject with Biblical origins that bears fundamentally on the human condition and human behaviour. Victoria Miro is delighted to present The Seven Deadly Sins, a major new series of paintings by Chris Ofili. Completed over the past six years, the works on view offer an expansive meditation on sin and the complex experience of sinfulness."
Exhibition,Lee Ufan and Claude Viallat. Encounter,02 Jun 2023 – 29 Jul 2023,Pace London,"London, United Kingdom",https://www.artrabbit.com/events/lee-ufan-and-claude-viallat-encounter,img.artrabbit.com/events/lee-ufan-and-claude-viallat-encounter/images/0nGCVfYu4Row/350x127/Lee-Ufan-and-Claude-Viallat-Encounter-hero.jpg,Lee Ufan and Claude Viallat. Encounter,"Pace Gallery is honoured to present Lee Ufan and Claude Viallat: Encounter, a two-person exhibition organised by the preeminent French curator, Alfred Pacquement. Spanning more than five decades, this exhibition will survey both artists’ enduring commitment to abstraction as a means of engaging philosophical ideas of time, space, and matter. At the centre of this dialogue, is an exploration of materiality from both a formal and metaphysical perspective. An illustrated exhibition catalogue featuring new texts by the artists and curator will be released by Pace Publishing later in the year."
Exhibition,Anna Solal: Le Bréviaire,02 Jun 2023 – 22 Jul 2023,MAMOTH,"London, United Kingdom",https://www.artrabbit.com/events/anna-solal-le-bréviaire,img.artrabbit.com/events/anna-solal-le-bréviaire/images/mAri4Rsy98yl/350x204/Screenshot-2023-05-30-at-22-22-21.jpg,Anna Solal: Le Bréviaire,"MAMOTH presents ‘Le Bréviaire’, Paris-based artist Anna Solal‘s first solo exhibition in London and with the gallery. Bringing together the esoteric language of flowers, indexes of economy, and Ernst Jünger's science fiction novel The Glass Bees (1957), Anna Solal's work yields images of disarticulation between human nature and the contemporary world."
Exhibition,"Bob Colacello. It Just Happened, Photographs 1976–1982",02 Jun 2023 – 29 Jul 2023,Galerie Thaddaeus Ropac - London,"London, United Kingdom",https://www.artrabbit.com/events/bob-colacello-it-just-happened-photographs-19761982,img.artrabbit.com/events/bob-colacello-it-just-happened-photographs-19761982/images/DhmUeOaQUOar/350x283/Bob-Colacello-It-Just-Happened-Photograph-1976-1982.jpg,"Bob Colacello. It Just Happened, Photographs 1976–1982","I never planned or plotted any of this. I have, however, always followed my mother’s dictum: ‘When opportunity knocks, open the door!’ — Bob Colacello It Just Happened is the first solo exhibition in London by the American photographer and writer Bob Colacello, documenting his long-standing collaboration with Andy Warhol during the heady cycle of parties and travelling that animated their lives in the 1970s and 1980s. Curated by Elena Foster and the Ivorypress team, the exhibition will include letters, magazines and memorabilia alongside Colacello’s photographs, which help bring to life the era’s atmosphere of hedonism and endless possibility."
Exhibition,Thomas Struth,02 Jun 2023 – 29 Jul 2023,Galerie Max Hetzler | London,"London, United Kingdom",https://www.artrabbit.com/events/thomas-struth-galerie-max-hetzler-london,img.artrabbit.com/events/thomas-struth-galerie-max-hetzler-london/images/TAyHRCogxSRm/350x150/Struth-12821-ProtoDUNE.jpg,Thomas Struth,"Galerie Max Hetzler, London is pleased to announce an exhibition dedicated to new works by Thomas Struth (b. 1954). This marks the first time his renowned photographs taken at CERN, the European Center for Nuclear Research, are shown in the UK. Galerie Max Hetzler, London is pleased to announce an exhibition dedicated to new works by Thomas Struth (b. 1954). This marks the artist’s first solo exhibition in the London gallery and the first time his renowned photographs taken at CERN, the European Center for Nuclear Research, are shown in the UK."
Exhibition,Battle Royale II: Pantheon of Champions,02 Jun 2023 – 12 Aug 2023,Gallery 1957,"London, United Kingdom",https://www.artrabbit.com/events/battle-royale-ii-pantheon-of-champions,img.artrabbit.com/events/battle-royale-ii-pantheon-of-champions/images/rEe1hLTfrdR1/350x439/G1957-GD-159-LR-A.jpg,Battle Royale II: Pantheon of Champions,"Gallery 1957 London is delighted to present Battle Royale II: Pantheon of Champions, a new solo exhibition by British-Ghanaian mixed-media artist Godfried Donkor. Following his 2019 solo exhibition in Ghana Battle Royale I: Last Man Standing, the show features a new body of work from his recent residency with the gallery in Accra."
Exhibition,Jean-Luc Mylayne: Mirror,02 Jun 2023 – 29 Jul 2023,Sprüth Magers | London,"London, United Kingdom",https://www.artrabbit.com/events/jeanluc-mylayne-mirror,img.artrabbit.com/events/jeanluc-mylayne-mirror/images/IBpmhD2KTpP8/350x440/JMY-52227-No-540-Mars-Avril-Mai.jpg,Jean-Luc Mylayne: Mirror,"Sprüth Magers is pleased to present an exhibition of works by philosopher and artist Jean-Luc Mylayne in line with London Gallery Weekend. Since 1978, Mylayne has dedicated his life and practice to ornithological observation, composing formally surprising, poetic photographs of birds using self-taught photographic techniques. Mylayne's images thematically revolve around the fragility of our shared ecosystems and the brevity of life on earth and possess the astounding ability to decelerate time."
Exhibition,Andro Wekua: There,02 Jun 2023 – 29 Jul 2023,Sprüth Magers | London,"London, United Kingdom",https://www.artrabbit.com/events/andro-wekua-there,img.artrabbit.com/events/andro-wekua-there/images/LJtmsJtlEATa/350x434/AWE-52443-not-yet-titled-2.jpg,Andro Wekua: There,"On show are new works by artist Andro Wekua who, in continuation of his painting practice that often oscillates between figuration and abstraction, presents multi-layered pieces composed of fragments of memory and figments of the imagination while also displaying various formal layers."
Exhibition,Natalia Romik: Hand and Trapdoor,02 Jun 2023 – 21 Jul 2023,Ben Hunter,"London, United Kingdom",https://www.artrabbit.com/events/natalia-romik-hand-and-trapdoor,img.artrabbit.com/events/natalia-romik-hand-and-trapdoor/images/pSscT5UzMWMD/350x327/natalia-romik-ben-hunter-square-copy.jpg,Natalia Romik: Hand and Trapdoor,"Ben Hunter is delighted to present Natalia Romik’s first solo exhibition in the UK. The exhibition will comprise two sculptures: Trapdoor (Zhovkva), a work from Romik’s formative exhibition, Hideouts. The Architecture of Survival, presented at Zachęta, Warsaw and TRAFO, Szczecin in Poland in 2022, and Jad, a nomadic sculpture created as a vehicle for urban protest."
Exhibition,CIVILIZATION: The Way We Live Now.,02 Jun 2023 – 17 Sep 2023,Saatchi Gallery,"London, United Kingdom",https://www.artrabbit.com/events/civilization-the-way-we-live-now,img.artrabbit.com/events/civilization-the-way-we-live-now/images/I4fJwHvWrABg/350x541/Michael-Najjar-Orbital-Descent-2016.jpg,CIVILIZATION: The Way We Live Now.,"An international exhibition offering an unprecedented look at 150 contemporary photographers tracking the visual threads of humankind’s ever-changing, extraordinarily complex life across the globe. Featuring many previously unseen images, this landmark exhibition acknowledges the diverse material and spiritual cultures that make up global “civilization” today. Exploring a wide range of subjects, from our great collective achievements to our ruinous collective failings, Civilization: The Way We Live Now highlights the complexity and contradictions of contemporary civilization."
Exhibition,Ian McKeever: Gerlinde,02 Jun 2023 – 05 Aug 2023,HackelBury Fine Art,"London, United Kingdom",https://www.artrabbit.com/events/ian-mckeever-gerlinde,img.artrabbit.com/events/ian-mckeever-gerlinde/images/Ww3N6bFFQQu5/350x487/Gerlinde-No-25-1470x2048.jpg,Ian McKeever: Gerlinde,"HackelBury is pleased to present ‘Gerlinde’, a solo exhibition of new work by Royal Academician Ian McKeever. This new body of work, his most personal to date, is the portrait of a woman, a love letter to his wife. Drawing on abandoned drawings and his archive of photographs which capture everyday objects in a domestic setting, his black and white photographs are filled with light and shadow, providing evocative glimpses of the human presence which merge with silhouetted objects and structures from their home."
Exhibition,Small Worlds,02 Jun 2023 – 09 Sep 2023,No 20 Arts,"London, United Kingdom",https://www.artrabbit.com/events/small-worlds,img.artrabbit.com/events/small-worlds/images/qXlLGADL2Vpi/350x350/SMALL-WORLDS-Square-Poster.jpg,Small Worlds,"De Freston’s fierce belief in an image’s ability to communicate complex narrative is on full display here, made no less complex by the size, simplicity of line, and colour palette of his works."
Exhibition,Windrush: A Voyage through the Generations,01 Jun 2023 – 02 Sep 2023,Clapham Library,"London, United Kingdom",https://www.artrabbit.com/events/windrush-a-voyage-through-the-generations,img.artrabbit.com/events/windrush-a-voyage-through-the-generations/images/kTFEmaARSlRN/350x233/WAVTTG17B.jpg,Windrush: A Voyage through the Generations,"Windrush: A Voyage through the Generations is a new photography exhibition by Jim Grover, the award-winning social documentary photographer. Windrush: A Voyage through the Generations is a new photography exhibition by Jim Grover, the award-winning social documentary photographer behind the lens of Windrush: Portrait of a Generation, the acclaimed 2018 photo-story which honoured the 70th anniversary of the arrival of the Empire Windrush at Tilbury Docks."
Exhibition,Reverend Joyce McDonald,01 Jun 2023 – 30 Jul 2023,Maureen Paley: Studio M,"London, United Kingdom",https://www.artrabbit.com/events/reverend-joyce-mcdonald,img.artrabbit.com/events/reverend-joyce-mcdonald/images/3uDdrg9RW8BH/350x437/please-note-this-should-be-used-as-the-main-exhibition-image-Reverend-Joyce-McDonald-Maureen-Paley-Studio-M-2023-4-072-web.jpg,Reverend Joyce McDonald,"Maureen Paley is pleased to also present a new exhibition by the Reverend Joyce McDonald. This will be her first solo exhibition with the gallery, presented at Studio M, London. The Reverend Joyce McDonald, a multi-disciplinary artist and activist, began working with clay in the 1990s and was ordained as a minister in 2009. In her sculptural works, she enshrines her own personal narratives: living with HIV since 1985 and wider cultural experiences of family, love, loss, illness, healing, transformation, and transcendence. McDonald is a long-standing Visual AIDS artist member."
Exhibition,Discover London's Square Mile & Beyond with Brookfield's 2023 Summer Art Trail,01 Jun 2023 – 30 Sep 2023,,"London, United Kingdom",https://www.artrabbit.com/events/discover-londons-square-mile-beyond-with-brookfields-2023-summer-art-trail,img.artrabbit.com/events/discover-londons-square-mile-beyond-with-brookfields-2023-summer-art-trail/images/kxEeTROdDCIQ/350x233/1-Alice-Kettle-s-Exhibition-To-Boldly-Sew-at-Brookfield-Properties-99-Bishopsgate-in-London-David-Parry-PA-Media.jpg,Discover London's Square Mile & Beyond with Brookfield's 2023 Summer Art Trail,"Interactive installations, illustration, textile art and music, the Summer Art Trail presented by Brookfield Properties showcases work from a line-up of international artists. The Summer Art Trail, presented by Brookfield Properties, a leading London real estate developer, returns to brighten up the Square Mile with public installations from international artists including Brooklyn-based creative studio Wade and Leta, Singaporean interdisciplinary art collective Space Objekt, and renowned UK textile artist Alice Kettle among others."
Exhibition,Raghav Babbar: New Paintings,01 Jun 2023 – 21 Jul 2023,Nahmad Projects,"London, United Kingdom",https://www.artrabbit.com/events/raghav-babbar-new-paintings,img.artrabbit.com/events/raghav-babbar-new-paintings/images/1j0kb8vSrPMl/350x355/Raghav-Babbar-New-Paintings.jpg,Raghav Babbar: New Paintings,"An intensely personal and evocative body of work. Nahmad Projects is pleased to present Raghav Babbar: New Paintings. The exhibition will present the artist’s newest body of work, which focus on intimate portraits and large-scale film-still compositions."
Exhibition,Avis Newman: Watching the Map,01 Jun 2023 – 30 Jul 2023,Maureen Paley,"London, United Kingdom",https://www.artrabbit.com/events/avis-newman-watching-the-map,img.artrabbit.com/events/avis-newman-watching-the-map/images/SsomzQ7FaPRW/350x233/Avis-Newman-Watching-the-Map-Maureen-Paley-2023-4-072-web.jpg,Avis Newman: Watching the Map,"Maureen Paley is pleased to announce a new exhibition by Avis Newman. This will be her second with the gallery and her first at 60 Three Colts Lane. “The work presented in this exhibition forms part of a larger ongoing series entitled Thirteen Chapters, which is a meditation on notions of conflict. This is a reflection on the writing of Sun Tzu’s Art of War and the lasting significance of the poetry of the German/French poet Paul Celan. The limits of language and what cannot be said has had a great effect on me as a visual artist and the notion that the image is beyond language has always been a truism for me. This conundrum has been ever present. "
Exhibition,To Bend the Ear of the Outer World: Conversations on contemporary abstract painting (Grosvenor Hill),01 Jun 2023 – 25 Aug 2023,Gagosian Gallery | London | Grosvenor Hill,"London, United Kingdom",https://www.artrabbit.com/events/to-bend-the-ear-of-the-outer-world-conversations-on-contemporary-abstract-painting-grosvenor-hill,img.artrabbit.com/events/to-bend-the-ear-of-the-outer-world-conversations-on-contemporary-abstract-painting-grosvenor-hill/images/WfpKnmJs4qhH/350x396/Graphic-Thought-Facility-London.jpg,To Bend the Ear of the Outer World: Conversations on contemporary abstract painting (Grosvenor Hill),"Gagosian is pleased to announce To Bend the Ear of the Outer World: Conversations on contemporary abstract painting, an exhibition of new and recent works by more than forty artists from the Americas, United Kingdom, and Germany. The exhibition has been organized by guest curator Gary Garrels, who, in collaboration with the artists, has selected a single painting by each, with most works presented here for the first time. This is Gagosian’s first exhibition to be sited across its two galleries in Mayfair, at Grosvenor Hill and Davies Street."
Exhibition,To Bend the Ear of the Outer World: Conversations on contemporary abstract painting (Davies St),01 Jun 2023 – 25 Aug 2023,Gagosian Gallery | London | Davies Street,"London, United Kingdom",https://www.artrabbit.com/events/to-bend-the-ear-of-the-outer-world-conversations-on-contemporary-abstract-painting-davies-st,img.artrabbit.com/events/to-bend-the-ear-of-the-outer-world-conversations-on-contemporary-abstract-painting-davies-st/images/udqXPN21KBzD/350x396/Graphic-Thought-Facility-London.jpg,To Bend the Ear of the Outer World: Conversations on contemporary abstract painting (Davies St),"Gagosian is pleased to announce To Bend the Ear of the Outer World: Conversations on contemporary abstract painting, an exhibition of new and recent works by more than forty artists from the Americas, United Kingdom, and Germany. The exhibition has been organized by guest curator Gary Garrels, who, in collaboration with the artists, has selected a single painting by each, with most works presented here for the first time. This is Gagosian’s first exhibition to be sited across its two galleries in Mayfair, at Grosvenor Hill and Davies Street."
Exhibition,Eastern Voices: Contemporary Artists From East Africa,01 Jun 2023 – 22 Jul 2023,Addis Fine Art,"London, United Kingdom",https://www.artrabbit.com/events/eastern-voices-contemporary-artists-from-east-africa,img.artrabbit.com/events/eastern-voices-contemporary-artists-from-east-africa/images/EUhtBGJOf8O2/350x545/Ermias-Ekube-Embracing-Memories.jpg,Eastern Voices: Contemporary Artists From East Africa,"We are pleased to announce Eastern Voices: Contemporary Artists from East Africa, a group show featuring eighteen artists from Ethiopia, Kenya, Egypt, Uganda, Eritrea, and Sudan. This survey exhibition aims to foster dialogues and highlight synergies between artists and galleries working in East Africa today."
Exhibition,Javier Calleja. Still on time,01 Jun 2023 – 29 Jul 2023,Almine Rech | London,"London, United Kingdom",https://www.artrabbit.com/events/javier-calleja-still-on-time,img.artrabbit.com/events/javier-calleja-still-on-time/images/rVACCo2cEy8W/350x409/Javier-Calleja-Still-on-time-Almine-Rech.jpg,Javier Calleja. Still on time,"Almine Rech London is delighted to announce Still on Time, Javier Calleja’s third solo exhibition at the gallery. Javier Calleja's expressionistic children with their pale pink cheeks are not as naïve as they seem. Over the last several years, the Spanish artist has been portraying them in paintings, drawings, sculptures, and installations where they have the rare ability to instantly transmit a feeling, emotion, or state of mind to the viewer. But what these characters and their short missives tell us either candidly or mischievously is about our particular place in the world. As they adapt to the contemporary environment, they subtly jeer at the absurdity of our time through poeticized quotidian scenes."
Exhibition,Yooyun Yang: Passing Time,01 Jun 2023 – 22 Jul 2023,Stephen Friedman Gallery,"London, United Kingdom",https://www.artrabbit.com/events/yooyun-yang-passing-time,img.artrabbit.com/events/yooyun-yang-passing-time/images/9MaJmnhxogDb/350x303/YANG-19-Cut-1.jpg,Yooyun Yang: Passing Time,"Stephen Friedman Gallery is delighted to present South Korean artist Yooyun Yang’s first solo exhibition in Europe. Yang’s atmospheric and enigmatic paintings reflect her interest in night as a liminal time that offers respite from repetitive daily routines. Cloaked in darkness, the artist’s inquisitive works explore the emotional states of people; with scenes conveying existential thoughts and feelings of solitude through their nocturnal ambience."
Exhibition,Tomás Saraceno In Collaboration: Web(s) of Life,01 Jun 2023 – 10 Sep 2023,Serpentine South Gallery,"London, United Kingdom",https://www.artrabbit.com/events/tomás-saraceno-in-collaboration-webs-of-life,img.artrabbit.com/events/tomás-saraceno-in-collaboration-webs-of-life/images/zFCS7gvH3G3V/350x233/18GBR-London-SerpentineGallery-Exhibition-14123-Edit-1501x1001.jpg,Tomás Saraceno In Collaboration: Web(s) of Life,"A living, collaborative and multi-species exhibition that delves into how different life forms, technologies and energy systems are connected in the climate emergency. Tomás Saraceno is a multimedia artist whose work embraces interdisciplinarity and interconnectedness across ecosystems. Saraceno’s first UK solo exhibition invites participants to consider different forms of knowledge and non-human perspectives through a range of artworks, prompts and experiences which extend past the walls of Serpentine South, into The Royal Parks and beyond."
Exhibition,Olivier Debré,01 Jun 2023 – 04 Aug 2023,Simon Lee,"London, United Kingdom",https://www.artrabbit.com/events/olivier-debré,img.artrabbit.com/events/olivier-debré/images/Rpmqbvt9FAc0/350x179/OD-1988-Bleu-Coule-de-Loire-Touraine-13449-P.jpg,Olivier Debré,"Opening in time for London Gallery Weekend, an exhibition of paintings from the estate of Olivier Debré will coincide with Opéra Bastille's re-staging of Signes, the ballet inspired by a series of Debré's abstract tableaux. PRESS RELEASE"
Exhibition,"Sasha Gordon: The Flesh Disappears, But Continues To Ache",01 Jun 2023 – 22 Jul 2023,Stephen Friedman Gallery,"London, United Kingdom",https://www.artrabbit.com/events/sasha-gordon-the-flesh-disappears-but-continues-to-ache,img.artrabbit.com/events/sasha-gordon-the-flesh-disappears-but-continues-to-ache/images/3KnDQYhvXhay/350x420/Not-embargoed-GORD-01-Detail.jpg,"Sasha Gordon: The Flesh Disappears, But Continues To Ache","Stephen Friedman Gallery is pleased to present American artist Sasha Gordon’s first solo exhibition in Europe. Gordon paints surreal, anthropomorphic versions of herself in hyper-realistic detail. The artist uses these doppelgängers to explore the complexity of her identity as a young, queer, Asian-American woman. Her practice recalls the erotic, highly charged paintings of Paul Cadmus and his documentation of gay life in early 20th- century New York. Gordon’s work also resonates with Caroline Coon’s crisp-edged paintings and Amanda Ba’s unsettling figuration."
Exhibition,Marcin Dudek: NEOPLAN,31 May 2023 – 01 Sep 2023,Edel Assanti,"London, United Kingdom",https://www.artrabbit.com/events/marcin-dudek-neoplan,img.artrabbit.com/events/marcin-dudek-neoplan/images/yK6o4ztfT1Xi/350x233/Marcin-Dudek-Neoplan-mixed-media-installation-12x3-70x2-40m-2023-view5.jpg,Marcin Dudek: NEOPLAN,"Edel Assanti is pleased to present Marcin Dudek: NEOPLAN. The artist’s sixth exhibition with the gallery runs concurrently with his solo show at Kunsthal Extra City, Antwerp, and the launch of his new monograph. NEOPLAN harnesses the raw energy of a football fan club on the road to support their team at an away game in a hostile rival city. The imposing shell of a disused and disassembled tour bus runs across the gallery, branded “Neoplan” and painted with the snarling dog logo of Bucharest team FC Dinamo."
Exhibition,Moki Cherry: Here and Now,31 May 2023 – 27 Aug 2023,ICA (Institute of Contemporary Arts),"London, United Kingdom",https://www.artrabbit.com/events/moki-cherry-here-and-now,img.artrabbit.com/events/moki-cherry-here-and-now/images/AXJDDuIRW3Ue/350x262/07330.jpg,Moki Cherry: Here and Now,"Here and Now displays over 30 artworks and archival material of Swedish artist, designer and educator Moki Cherry (1943 – 2009) including works that have never been shown in the UK. The exhibition celebrates her exploration of where art and life meet, her collaborative and interdisciplinary practice, and her inventive resolve in the face of gendered challenges working both as an artist and mother – issues which remain pertinent to artists and audiences today."
Exhibition,Total Climate Part 2: Wavelengths,31 May 2023 – 29 Jul 2023,Nicoletti Contemporary,"London, United Kingdom",https://www.artrabbit.com/events/total-climate-part-2-wavelengths,img.artrabbit.com/events/total-climate-part-2-wavelengths/images/4lUMFVhGKXEG/350x407/Ali-Cherri-The-Avian-Spirit-2021-Amulet-of-the-Egyptian-falcon-god-Horus-in-glass-paste-Ancient-Egypt-Late-Period-glazed-stoneware.jpg,Total Climate Part 2: Wavelengths,No description available.
Event,Art Sundays,28 May 2023 – 24 Sep 2023,Dulwich Picture Gallery,"London, United Kingdom",https://www.artrabbit.com/events/art-sundays,img.artrabbit.com/events/art-sundays/images/JmdeRqy1tx7a/350x184/art-sundays-4.jpg,Art Sundays,Get inspired to make art together as a family in these free monthly creative activities at the Gallery. Experiment with colour and make different artworks inspired by our Berthe Morisot: Shaping Impressionism exhibition or our collection.   
Exhibition,Window Box Residency: 'Buildings Close Enough to Talk',27 May 2023 – 31 Aug 2023,Turf Projects,"Croydon, United Kingdom",https://www.artrabbit.com/events/window-box-residency-buildings-close-enough-to-talk,img.artrabbit.com/events/window-box-residency-buildings-close-enough-to-talk/images/Gpqz7dPmWWso/350x350/izzysquare-copy.jpg,Window Box Residency: 'Buildings Close Enough to Talk',"""The future is now the past, the present, all one and the same. A constant repeat of history a world of decay, corruption, and reproduction."" The city as you know it is due for a repeat, a renewal of life once before. The future is now the past, the present, all one and the same. A constant repeat of history a world of decay, corruption, and reproduction. A shadow of a timeline that has already happened."
Exhibition,Colors Festival: London’s Most Colourful Street-Art,26 May 2023 – 31 Aug 2023,,"London, United Kingdom",https://www.artrabbit.com/events/colors-festival-londons-most-colourful-streetart,img.artrabbit.com/events/colors-festival-londons-most-colourful-streetart/images/KrrCDJLT3KHA/350x262/colors-festival-london.jpg,Colors Festival: London’s Most Colourful Street-Art,"After three successful editions with over 100,000 visitors in Paris, Colors Festival is coming to the UK! From street art to paintings and photography, over 40 street artists will display their incredible work in a 1000m² space. Don’t miss the most colourful, family-friendly exhibition of the year! Step into a world of vibrant colours and imagination at the Colors Festival, the most exciting art exhibition of the year! With over 40 street artists from around the world, you'll discover a universe of paintings, photography, and illustrations that will delight your senses. Get hands-on with interactive installations and experience art like never before. Colors Festival Paris was a smash hit and was visited by over 100,000 fans of street art, so don’t miss this immersive and unforgettable art experience coming soon to the UK. Get your tickets for the Colors Festival in London!"
Exhibition,Alchemy,26 May 2023 – 29 Jul 2023,Galerie Thaddaeus Ropac - London,"London, United Kingdom",https://www.artrabbit.com/events/alchemy-galerie-thaddaeus-ropac-london,img.artrabbit.com/events/alchemy-galerie-thaddaeus-ropac-london/images/EaXmHa3Y9xVZ/350x141/Alchemy-Galerie-Thaddaeus-Ropac-London.jpg,Alchemy,"Alchemy is a symbol for the artist... you have to destroy and then recreate. — Anselm Kiefer. Bringing together major works by some of the most influential European and American artists of the post-war and contemporary periods, Alchemy examines the enduring fascination with material transformation and alchemical thinking in artmaking. The group exhibition features works by artists who have engaged with alchemical ideas at key moments in their practice, including Joseph Beuys, Anselm Kiefer, Sigmar Polke, Robert Rauschenberg, Sturtevant, Emilio Vedova and Andy Warhol. Assembling a group of art- historically significant works, including many shown for the first time in the UK, the exhibition highlights how ideas of material, artistic and philosophical transmutation both inform, and are redefined by, these pioneers of art. "
Event,Under 5s Explore: Mini Masterpieces,25 May 2023 – 28 Sep 2023,Dulwich Picture Gallery,"London, United Kingdom",https://www.artrabbit.com/events/under-5s-explore-mini-masterpieces,img.artrabbit.com/events/under-5s-explore-mini-masterpieces/images/69dnhMllrceX/350x184/mini-masterpieces-2.jpg,Under 5s Explore: Mini Masterpieces,"Spark your child’s imagination through playful painting. Our themes change monthly to keep your little creatives engaged and open them up to new ways of playing. Join these exploratory sessions for under 5s. Each session begins with a journey through the Gallery to discover the different people, places and animals in our paintings, followed by an art-making activity.   "
Exhibition,Gary Simmons. This Must Be the Place,25 May 2023 – 29 Jul 2023,Hauser & Wirth - London,"London, United Kingdom",https://www.artrabbit.com/events/gary-simmons-this-must-be-the-place,img.artrabbit.com/events/gary-simmons-this-must-be-the-place/images/IdkCSn0BREEv/350x283/SIMGA121397-hires.jpg,Gary Simmons. This Must Be the Place,"For the Gary Simmon's first exhibition with Hauser & Wirth in London, the artist will present a selection of brand-new paintings and sculptures. Gary Simmons is known for using icons and stereotypes of popular culture to create works that address personal and collective experiences of race and class. For the artist’s first exhibition with Hauser & Wirth in London, Simmons will present a selection of brand-new paintings and sculptures. In these new works, Simmons continues to use erasure of the image as a powerful and recurring theme, a formal and aesthetic breakthrough technique that has informed much of his work and holds deep cultural significance. Used as a form of action painting, Simmons wipes the surface of his work while the paint is still wet in order to smear the image so that it simultaneously emerges and disappears. The tropes of erasure and ephemerality suggest the fleeting nature of memory and histories re-written, particularly in relation to the politics of race."
Exhibition,Hardcore,25 May 2023 – 05 Aug 2023,Sadie Coles HQ |  Kingly Street,"London, United Kingdom",https://www.artrabbit.com/events/hardcore-sadie-coles-hq-kingly-street,img.artrabbit.com/events/hardcore-sadie-coles-hq-kingly-street/images/EBngo6vE4avg/350x233/Hardcore-At-Sadie-Coles-HQ.jpg,Hardcore,No description available.
Exhibition,Kent Chan: Future Tropics,25 May 2023 – 10 Sep 2023,Gasworks,"London, United Kingdom",https://www.artrabbit.com/events/kent-chan-future-tropics,img.artrabbit.com/events/kent-chan-future-tropics/images/hgTMhqdUriKk/350x295/Kent-Chan-Future-Tropics.jpg,Kent Chan: Future Tropics,"Gasworks presents Future Tropics, the first UK solo exhibition by Amsterdam-based Singaporean artist Kent Chan. Working in collaboration with other artists, writers and musicians, Chan imagines potential scenarios of a future and global tropic. His practice explores past and future relationships between heat and cultural identity, as well as the legacies of colonial modernity in a time of climate crisis. "
